rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
366,Marco,Bizot,8.0,0.0,0.0,0.0,0.0,0.0,292.5,1,M.Bizot,GKP,Aston Villa,2025-26,0.0,8.0,"recency-weighted FPL points, decay 8**(-age/3)"
367,Melker,Ellborg,8.0,0.0,0.0,0.0,0.01,1.5,135.0,1,Ellborg,GKP,Sunderland,2025-26,0.0,8.0,"recency-weighted FPL points, decay 8**(-age/3)"
368,Stefanos,Tzimas,8.0,0.5,0.5,1.0,0.28,0.0,66.0,1,Tzimas,FWD,Brighton,2025-26,1.36,8.0,"recency-weighted FPL points, decay 8**(-age/3)"
369,Wes,Burns,7.5,0.0,0.25,0.25,0.42,0.0,230.5,1,Burns,MID,Ipswich,2024-25,0.1,7.5,"recency-weighted FPL points, decay 8**(-age/3)"
370,Romain,Esse,7.5,0.25,0.5,0.75,0.2,0.75,54.5,2,Esse,MID,Crystal Palace,2025-26,1.24,7.5,"recency-weighted FPL points, decay 8**(-age/3)"
371,Marc,Guiu Paz,7.25,0.0,0.5,0.5,0.92,0.0,150.25,2,Marc Guiu,FWD,Chelsea,2025-26,0.3,7.25,"recency-weighted FPL points, decay 8**(-age/3)"
372,Romaine,Mundle,7.0,0.0,0.0,0.0,0.68,0.0,199.5,2,Mundle,MID,Sunderland,2025-26,0.0,7.0,"recency-weighted FPL points, decay 8**(-age/3)"
373,Jair,Paula da Cunha Filho,6.5,0.0,0.0,0.0,0.16,0.0,257.0,1,Jair Cunha,DEF,Nott'm Forest,2025-26,0.0,6.5,"recency-weighted FPL points, decay 8**(-age/3)"
374,Nilson,Angulo,6.5,0.0,0.0,0.0,0.44,0.0,200.5,1,Angulo,MID,Sunderland,2025-26,0.0,6.5,"recency-weighted FPL points, decay 8**(-age/3)"
375,Josh,Dasilva,6.44,0.25,0.13,0.38,0.27,0.19,89.44,4,Dasilva,MID,Brentford,2025-26,0.38,6.44,"recency-weighted FPL points, decay 8**(-age/3)"
376,David Datro,Fofana,6.44,0.5,0.12,0.62,0.65,1.0,113.75,3,D.D.Fofana,FWD,Chelsea,2024-25,0.49,6.44,"recency-weighted FPL points, decay 8**(-age/3)"
377,Wataru,Endo,5.88,0.12,0.0,0.12,0.26,0.0,214.25,1,Endo,MID,Liverpool,2023-24,0.05,5.88,"recency-weighted FPL points, decay 8**(-age/3)"
378,Alex,Palmer,5.5,0.0,0.0,0.0,0.0,0.0,292.5,3,Palmer,GKP,Chelsea,2024-25,0.0,5.5,"recency-weighted FPL points, decay 8**(-age/3)"
379,Ben,Gannon-Doak,5.5,0.0,0.5,0.5,0.2,0.0,52.5,1,Gannon-Doak,MID,Bournemouth,2025-26,0.86,5.5,"recency-weighted FPL points, decay 8**(-age/3)"
380,Altay,Bayındır,5.5,0.0,0.0,0.0,0.02,0.0,270.0,1,Bayindir,GKP,Man United,2025-26,0.0,5.5,"recency-weighted FPL points, decay 8**(-age/3)"
381,Fábio,Ferreira Vieira,5.5,0.19,0.5,0.69,0.38,0.13,67.5,4,Fábio Vieira,MID,Arsenal,2025-26,0.92,5.5,"recency-weighted FPL points, decay 8**(-age/3)"
382,Luca,Netz,5.5,0.0,0.0,0.0,0.2,0.0,176.5,1,Netz,DEF,Nott'm Forest,2025-26,0.0,5.5,"recency-weighted FPL points, decay 8**(-age/3)"
383,Daniel,Jebbison,5.31,0.27,0.0,0.27,0.29,0.27,33.17,3,Jebbison,FWD,Bournemouth,2024-25,0.72,5.31,"recency-weighted FPL points, decay 8**(-age/3)"
384,Mikey,Moore,5.0,0.0,0.5,0.5,0.19,0.0,90.12,3,Moore,MID,Tottenham,2025-26,0.5,5.0,"recency-weighted FPL points, decay 8**(-age/3)"
385,Ferdi,Kadioglu,4.75,0.25,0.0,0.25,0.19,0.0,96.25,1,F.Kadıoğlu,DEF,Brighton,2024-25,0.23,4.75,"recency-weighted FPL points, decay 8**(-age/3)"
386,Manor,Solomon,4.5,0.25,0.25,0.5,0.27,0.31,59.5,4,Solomon,MID,Spurs,2025-26,0.76,4.5,"recency-weighted FPL points, decay 8**(-age/3)"
387,Arnaud,Kalimuendo,4.5,0.0,0.0,0.0,0.23,0.0,44.5,1,Kalimuendo,FWD,Nott'm Forest,2025-26,0.0,4.5,"recency-weighted FPL points, decay 8**(-age/3)"
388,Luke,Woolfenden,4.5,0.0,0.0,0.0,0.01,0.0,296.75,1,Woolfenden,DEF,Coventry,2024-25,0.0,4.5,"recency-weighted FPL points, decay 8**(-age/3)"
389,Filip,Jörgensen,4.5,0.0,0.0,0.0,0.0,0.0,189.0,1,Jörgensen,GKP,Chelsea,2025-26,0.0,4.5,"recency-weighted FPL points, decay 8**(-age/3)"
390,Issa,Kaboré,4.25,0.0,0.38,0.38,0.26,0.38,215.88,2,Kaboré,DEF,Man City,2024-25,0.16,4.25,"recency-weighted FPL points, decay 8**(-age/3)"
391,Matheus,França de Oliveira,4.25,0.25,0.25,0.5,0.21,0.0,41.0,3,M.França,MID,Crystal Palace,2025-26,1.1,4.25,"recency-weighted FPL points, decay 8**(-age/3)"
392,Christian,Walton,4.0,0.0,0.0,0.0,0.0,0.5,157.5,2,Walton,GKP,Ipswich,2024-25,0.0,4.0,"recency-weighted FPL points, decay 8**(-age/3)"
393,Alex,Tóth,4.0,0.0,0.0,0.0,0.22,0.0,67.5,1,Tóth.A,MID,Bournemouth,2025-26,0.0,4.0,"recency-weighted FPL points, decay 8**(-age/3)"
394,Levi,Samuels Colwill,4.0,0.0,0.0,0.0,0.06,0.0,112.5,1,Colwill,DEF,Chelsea,2025-26,0.0,4.0,"recency-weighted FPL points, decay 8**(-age/3)"
395,Benoît,Badiashile Mukinayi,3.5,0.0,0.0,0.0,0.03,0.0,235.0,1,B.Badiashile,DEF,Chelsea,2025-26,0.0,3.5,"recency-weighted FPL points, decay 8**(-age/3)"
396,Walter,Benítez,3.5,0.0,0.0,0.0,0.0,0.0,45.0,1,Benitez,GKP,Crystal Palace,2025-26,0.0,3.5,"recency-weighted FPL points, decay 8**(-age/3)"
397,Luis,Sinisterra Lucumí,3.31,0.31,0.0,0.31,0.29,0.38,53.94,2,Sinisterra,MID,Bournemouth,2025-26,0.52,3.31,"recency-weighted FPL points, decay 8**(-age/3)"
398,Freddie,Woodman,3.28,0.0,0.0,0.0,0.0,0.0,117.25,3,Woodman,GKP,Liverpool,2025-26,0.0,3.28,"recency-weighted FPL points, decay 8**(-age/3)"
399,Dane,Scarlett,3.05,0.0,0.25,0.25,0.02,0.0,13.73,6,Scarlett,FWD,Tottenham,2025-26,1.64,3.05,"recency-weighted FPL points, decay 8**(-age/3)"
400,Borna,Sosa,3.0,0.0,0.0,0.0,0.06,0.0,49.5,1,Sosa,DEF,Crystal Palace,2025-26,0.0,3.0,"recency-weighted FPL points, decay 8**(-age/3)"
401,Julián,Araujo Zúñiga,3.0,0.0,0.0,0.0,0.02,0.0,123.0,2,J.Araujo,DEF,Bournemouth,2025-26,0.0,3.0,"recency-weighted FPL points, decay 8**(-age/3)"
402,Trey,Nyoni,3.0,0.0,0.0,0.0,0.2,0.0,10.5,1,Nyoni,MID,Liverpool,2025-26,0.0,3.0,"recency-weighted FPL points, decay 8**(-age/3)"
403,Jonah,Kusi-Asare,3.0,0.0,0.0,0.0,0.04,0.0,24.5,1,Kusi-Asare,FWD,Fulham,2025-26,0.0,3.0,"recency-weighted FPL points, decay 8**(-age/3)"
404,Arthur,Masuaku,2.62,0.03,0.08,0.12,0.08,0.19,117.1,8,Masuaku,DEF,Sunderland,2025-26,0.09,2.62,"recency-weighted FPL points, decay 8**(-age/3)"
405,Joe,Gelhardt,2.59,0.06,0.25,0.31,0.08,0.09,35.47,4,Gelhardt,MID,Hull,2025-26,0.79,2.59,"recency-weighted FPL points, decay 8**(-age/3)"
406,Yunus Emre,Konak,2.5,0.0,0.0,0.0,0.04,0.0,13.25,2,Konak,MID,Brentford,2025-26,0.0,2.5,"recency-weighted FPL points, decay 8**(-age/3)"
407,Tom,Watson,2.5,0.0,0.0,0.0,0.04,0.0,28.5,1,Watson,MID,Brighton,2025-26,0.0,2.5,"recency-weighted FPL points, decay 8**(-age/3)"
408,Max,Alleyne,2.5,0.0,0.0,0.0,0.16,0.0,67.5,2,Alleyne,DEF,Man City,2025-26,0.0,2.5,"recency-weighted FPL points, decay 8**(-age/3)"
409,John,Egan,2.05,0.02,0.02,0.04,0.02,0.13,126.21,3,Egan,DEF,Hull,2023-24,0.03,2.05,"recency-weighted FPL points, decay 8**(-age/3)"
410,Ali,Al-Hamadi,2.0,0.0,0.0,0.0,0.1,0.0,31.25,1,Al-Hamadi,FWD,Ipswich,2024-25,0.0,2.0,"recency-weighted FPL points, decay 8**(-age/3)"
411,Sam,Byram,1.91,0.0,0.0,0.0,0.0,0.02,47.76,6,Byram,DEF,Leeds,2025-26,0.0,1.91,"recency-weighted FPL points, decay 8**(-age/3)"
412,Jeremy,Monga,1.75,0.0,0.0,0.0,0.05,0.0,26.25,1,Monga,MID,Man City,2024-25,0.0,1.75,"recency-weighted FPL points, decay 8**(-age/3)"
413,Maximilian,Wöber,1.56,0.0,0.0,0.0,0.07,0.13,79.0,1,Wöber,DEF,Leeds,2022-23,0.0,1.56,"recency-weighted FPL points, decay 8**(-age/3)"
414,Mamadou,Sarr,1.5,0.0,0.0,0.0,0.18,0.0,50.0,1,M.Sarr,DEF,Chelsea,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
415,Ben,Winterburn,1.5,0.0,0.0,0.0,0.0,0.0,8.5,2,Winterburn,MID,Bournemouth,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
416,Zach,Abbott,1.5,0.0,0.0,0.0,0.0,0.0,82.5,2,Abbott,DEF,Nott'm Forest,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
417,Julio,Soler Barreto,1.5,0.0,0.0,0.0,0.0,0.0,17.0,1,Soler,DEF,Bournemouth,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
418,João Victor,de Souza Menezes,1.5,0.0,0.0,0.0,0.02,0.0,71.0,1,Souza,DEF,Tottenham,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
419,Odysseas,Vlachodimos,1.5,0.0,0.0,0.0,0.0,0.0,56.25,3,Odysseas,GKP,Newcastle,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
420,Jack,Fletcher,1.5,0.0,0.0,0.0,0.02,0.0,53.5,2,J.Fletcher,MID,Man United,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
421,Toby,Collyer,1.5,0.0,0.0,0.0,0.11,0.0,43.5,3,Collyer,MID,Man United,2025-26,0.0,1.5,"recency-weighted FPL points, decay 8**(-age/3)"
422,Alejo,Véliz,1.38,0.12,0.0,0.12,0.05,0.0,5.62,2,Veliz,FWD,Spurs,2024-25,2.0,1.38,"recency-weighted FPL points, decay 8**(-age/3)"
423,Ryan,Giles,1.38,0.0,0.0,0.0,0.08,0.0,62.25,3,Giles,DEF,Hull,2023-24,0.0,1.38,"recency-weighted FPL points, decay 8**(-age/3)"
424,Kieran,Dowell,1.28,0.03,0.03,0.06,0.0,0.03,28.28,2,Dowell,MID,Hull,2021-22,0.2,1.28,"recency-weighted FPL points, decay 8**(-age/3)"
425,Alex,Murphy,1.25,0.0,0.0,0.0,0.0,0.0,4.88,3,A.Murphy,DEF,Newcastle,2025-26,0.0,1.25,"recency-weighted FPL points, decay 8**(-age/3)"
426,Kosta,Nedeljković,1.25,0.0,0.0,0.0,0.0,0.0,30.25,1,Nedeljkovic,DEF,Aston Villa,2024-25,0.0,1.25,"recency-weighted FPL points, decay 8**(-age/3)"
427,Jack,Butland,1.23,0.0,0.0,0.0,0.0,0.13,31.9,5,Butland,GKP,Hull,2022-23,0.0,1.23,"recency-weighted FPL points, decay 8**(-age/3)"
428,Darnell,Furlong,1.23,0.02,0.05,0.06,0.0,0.03,45.8,1,Furlong,DEF,Ipswich,2020-21,0.12,1.23,"recency-weighted FPL points, decay 8**(-age/3)"
429,Ellis,Simms,1.13,0.06,0.0,0.06,0.06,0.0,15.59,5,Simms,FWD,Coventry,2023-24,0.36,1.13,"recency-weighted FPL points, decay 8**(-age/3)"
430,Jesurun,Rak-Sakyi,1.12,0.0,0.0,0.0,0.07,0.0,18.97,6,J.Rak-Sakyi,MID,Crystal Palace,2025-26,0.0,1.12,"recency-weighted FPL points, decay 8**(-age/3)"
431,David,Ozoh,1.06,0.0,0.0,0.0,0.0,0.0,18.56,4,Ozoh,MID,Crystal Palace,2025-26,0.0,1.06,"recency-weighted FPL points, decay 8**(-age/3)"
432,Jenson,Seelt,1.0,0.0,0.0,0.0,0.0,0.0,66.5,1,Seelt,DEF,Sunderland,2025-26,0.0,1.0,"recency-weighted FPL points, decay 8**(-age/3)"
433,Harry,Amass,1.0,0.0,0.0,0.0,0.04,0.0,86.25,3,Amass,DEF,Man United,2025-26,0.0,1.0,"recency-weighted FPL points, decay 8**(-age/3)"
434,Kepa,Arrizabalaga Revuelta,1.0,0.0,0.0,0.0,0.0,0.0,45.0,1,Arrizabalaga,GKP,Arsenal,2025-26,0.0,1.0,"recency-weighted FPL points, decay 8**(-age/3)"
435,Tyler,Fredricson,1.0,0.0,0.0,0.0,0.0,0.0,42.5,2,Fredricson,DEF,Man United,2025-26,0.0,1.0,"recency-weighted FPL points, decay 8**(-age/3)"
436,Tyler,Fletcher,1.0,0.0,0.0,0.0,0.0,0.0,8.5,1,Fletcher,MID,Man United,2025-26,0.0,1.0,"recency-weighted FPL points, decay 8**(-age/3)"
437,Tom,Heaton,0.85,0.0,0.0,0.0,0.0,0.06,24.37,10,Heaton,GKP,Man United,2025-26,0.0,0.85,"recency-weighted FPL points, decay 8**(-age/3)"
438,Gustavo,Nunes Fernandes Gomes,0.75,0.0,0.0,0.0,0.0,0.0,2.75,2,Nunes,MID,Brentford,2025-26,0.0,0.75,"recency-weighted FPL points, decay 8**(-age/3)"
439,Kim,Ji-soo,0.75,0.0,0.0,0.0,0.0,0.0,7.0,2,Ji-soo,DEF,Brentford,2025-26,0.0,0.75,"recency-weighted FPL points, decay 8**(-age/3)"
440,Will,Lankshear,0.75,0.0,0.0,0.0,0.0,0.0,2.5,2,Lankshear,FWD,Spurs,2025-26,0.0,0.75,"recency-weighted FPL points, decay 8**(-age/3)"
441,Bobby,Clark,0.69,0.0,0.0,0.0,0.02,0.0,11.19,3,Clark,MID,Liverpool,2024-25,0.0,0.69,"recency-weighted FPL points, decay 8**(-age/3)"
442,Fodé,Ballo-Touré,0.62,0.0,0.0,0.0,0.0,0.0,8.12,1,Ballo-Touré,DEF,Fulham,2023-24,0.0,0.62,"recency-weighted FPL points, decay 8**(-age/3)"
443,Djiamgone Jocelin Ta,Bi,0.5,0.0,0.0,0.0,0.02,0.0,19.0,1,Jocelin.T,MID,Sunderland,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
444,Romain,Faivre,0.5,0.0,0.0,0.0,0.02,0.0,4.62,3,Faivre,MID,Bournemouth,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
445,Dário,Luís Essugo,0.5,0.0,0.0,0.0,0.0,0.0,13.0,1,D.Essugo,MID,Chelsea,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
446,Antoni,Milambo,0.5,0.0,0.0,0.0,0.0,0.0,22.5,1,Milambo,MID,Brentford,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
447,Hákon Rafn,Valdimarsson,0.5,0.0,0.0,0.0,0.0,0.0,45.0,1,Valdimarsson,GKP,Brentford,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
448,Sean,Neave,0.5,0.0,0.0,0.0,0.02,0.0,6.5,2,Neave,FWD,Newcastle,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
449,Eric,da Silva Moreira,0.5,0.0,0.0,0.0,0.0,0.0,7.0,2,Da Silva Moreira,MID,Nott'm Forest,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
450,Kaye,Furo,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,Furo,FWD,Brentford,2025-26,0.0,0.5,"recency-weighted FPL points, decay 8**(-age/3)"
451,Luke,Harris,0.44,0.0,0.0,0.0,0.04,0.0,9.88,4,Harris,MID,Fulham,2025-26,0.0,0.44,"recency-weighted FPL points, decay 8**(-age/3)"
452,Ethan,Wheatley,0.38,0.0,0.0,0.0,0.0,0.0,1.62,3,Wheatley,FWD,Man Utd,2025-26,0.0,0.38,"recency-weighted FPL points, decay 8**(-age/3)"
453,James,McConnell,0.38,0.0,0.0,0.0,0.0,0.0,0.38,3,McConnell,MID,Liverpool,2025-26,0.0,0.38,"recency-weighted FPL points, decay 8**(-age/3)"
454,Kaine,Kesler-Hayden,0.38,0.0,0.0,0.0,0.0,0.0,0.62,2,Kesler-Hayden,DEF,Coventry,2024-25,0.0,0.38,"recency-weighted FPL points, decay 8**(-age/3)"
455,Mark,O’Mahony,0.25,0.0,0.0,0.0,0.01,0.0,7.62,2,O’Mahony,FWD,Brighton,2024-25,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
456,Harry,Clarke,0.25,0.0,0.0,0.0,0.04,0.0,94.25,1,H.Clarke,DEF,Ipswich,2024-25,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
457,Vitor,de Oliveira Nunes dos Reis,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2,Vitor Reis,DEF,Man City,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
458,Jamie,Donley,0.25,0.0,0.0,0.0,0.0,0.0,0.38,1,Donley,FWD,Spurs,2023-24,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
459,Tom,King,0.25,0.0,0.0,0.0,0.0,0.0,0.25,3,King,GKP,Everton,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
460,Mason,Burstow,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1,Burstow,FWD,Hull,2023-24,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
461,Vítezslav,Jaros,0.25,0.0,0.0,0.0,0.0,0.0,2.75,1,Jaros,GKP,Liverpool,2024-25,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
462,Jayden,Meghoma,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2,Meghoma,DEF,Brentford,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
463,Claudio,Echeverri,0.25,0.0,0.0,0.0,0.0,0.0,1.25,2,Echeverri,MID,Man City,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
464,Brandon,Austin,0.25,0.0,0.0,0.0,0.0,0.0,22.5,6,Austin,GKP,Tottenham,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
465,Remy,Rees-Dottin,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2,Rees-Dottin,MID,Bournemouth,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
466,Eiran,Cashin,0.25,0.0,0.0,0.0,0.0,0.0,4.75,2,Cashin,DEF,Brighton,2025-26,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/3)"
467,Remi,Matthews,0.12,0.0,0.0,0.0,0.0,0.0,0.38,5,Matthews,GKP,Crystal Palace,2025-26,0.0,0.12,"recency-weighted FPL points, decay 8**(-age/3)"
468,David,Button,0.09,0.0,0.0,0.0,0.0,0.01,2.81,3,Button,GKP,Ipswich,2020-21,0.0,0.09,"recency-weighted FPL points, decay 8**(-age/3)"
469,George,Abbott,0.06,0.0,0.0,0.0,0.0,0.0,0.06,1,Abbott,MID,Nott'm Forest,2022-23,0.0,0.06,"recency-weighted FPL points, decay 8**(-age/3)"
470,Cody,Drameh,0.06,0.0,0.0,0.0,0.0,0.0,8.31,3,Drameh,DEF,Hull,2022-23,0.0,0.06,"recency-weighted FPL points, decay 8**(-age/3)"
471,Leo Fuhr,Hjelde,0.06,0.0,0.0,0.0,0.0,0.0,4.62,3,Hjelde,DEF,Sunderland,2025-26,0.0,0.06,"recency-weighted FPL points, decay 8**(-age/3)"
472,Darko,Gyabi,0.06,0.0,0.0,0.0,0.0,0.0,0.44,2,Gyabi,MID,Hull,2025-26,0.0,0.06,"recency-weighted FPL points, decay 8**(-age/3)"
473,Gedson,Carvalho Fernandes,0.05,0.0,0.0,0.0,0.0,0.0,0.48,2,Fernandes,MID,Tottenham,2020-21,0.0,0.05,"recency-weighted FPL points, decay 8**(-age/3)"
474,Simon,Moore,0.02,0.0,0.0,0.0,0.0,0.0,1.41,3,Moore,GKP,Tottenham,2025-26,0.0,0.02,"recency-weighted FPL points, decay 8**(-age/3)"
475,Ibrahima,Cissé,0.02,0.0,0.0,0.0,0.0,0.0,0.34,1,Cissé,MID,Fulham,2018-19,0.0,0.02,"recency-weighted FPL points, decay 8**(-age/3)"
476,Patrick,McNair,0.01,0.0,0.0,0.0,0.0,0.0,0.34,1,McNair,DEF,Hull,2016-17,0.0,0.01,"recency-weighted FPL points, decay 8**(-age/3)"
477,Max,Thompson,0.01,0.0,0.0,0.0,0.0,0.0,0.02,2,Thompson,FWD,Newcastle,2020-21,0.0,0.01,"recency-weighted FPL points, decay 8**(-age/3)"
478,Owen,Goodman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Goodman,GKP,Crystal Palace,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
479,Chuba,Akpom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Akpom,FWD,Ipswich,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
480,Luka,Bentt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bentt,MID,Brentford,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
481,Ollie,Shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Shield,DEF,Brentford,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
482,James,Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Wright,GKP,Aston Villa,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
483,Damola,Ajayi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ajayi,MID,Hull,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
484,Amario,Cozier-Duberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Cozier-Duberry,MID,Brighton,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
485,Martin,Sherif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sherif,FWD,Everton,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
486,Carl,Rushworth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Rushworth,GKP,Coventry,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/3)"
