rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
2455,Rouwen,Hennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hennings,FWD,Burnley,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2456,Fredrik,Ulvestad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Ulvestad,MID,Burnley,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2457,Tendayi,Darikwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Darikwa,DEF,Burnley,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2458,Tokelo,Rantie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rantie,FWD,Bournemouth,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2459,Shaun,MacDonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,MacDonald,MID,Bournemouth,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2460,Eunan,O'Kane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,O'Kane,MID,Bournemouth,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2461,Takuma,Asano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Asano,FWD,Arsenal,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2462,Yaya,Sanogo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sanogo,FWD,Arsenal,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2463,Joel,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Campbell,MID,Arsenal,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2464,Serge,Gnabry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Gnabry,MID,Arsenal,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2465,Bertrand,Traore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Traore,MID,Chelsea,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2466,Marco,Van Ginkel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Van Ginkel,MID,Chelsea,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2467,Jonathan,Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Williams,MID,Crystal Palace,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2468,Oluwaseyi,Ojo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sheyi Ojo,MID,Liverpool,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2469,Bastian,Schweinsteiger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Schweinsteiger,MID,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2470,Cameron,Borthwick-Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Borthwick-Jackson,DEF,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2471,Guillermo,Varela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Varela,DEF,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2472,Mario,Balotelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Balotelli,FWD,Liverpool,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2473,Pedro,Chirivella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chirivella,MID,Liverpool,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2474,Cameron,Brannagan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Brannagan,MID,Liverpool,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2475,Connor,Randall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Randall,DEF,Liverpool,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2476,Tyias,Browning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Browning,DEF,Everton,2018-19,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2477,Gökhan,Inler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Inler,MID,Leicester,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2478,Ritchie,de Laet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,de Laet,DEF,Leicester,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2479,Alex,Bruce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bruce,DEF,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2480,Moses,Odubajo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Odubajo,DEF,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2481,Brian,Lenihan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Lenihan,DEF,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2482,Allan,McGregor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McGregor,GKP,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2483,Alex,Baptiste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Baptiste,DEF,Middlesbrough,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2484,Alexander,Manninger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Manninger,GKP,Liverpool,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2485,Pablo,Maffeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Maffeo,DEF,Man City,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2486,Luke,McGee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McGee,GKP,Spurs,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2487,Matt,Butcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Butcher,MID,Bournemouth,2018-19,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2488,Connor,Mahoney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mahoney,MID,Bournemouth,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2489,Jordi,Osei-Tutu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Osei-Tutu,DEF,Arsenal,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2490,Rene,Gilmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Gilmartin,GKP,Watford,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2491,Gerhard,Tremmel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Tremmel,GKP,Swansea,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2492,Kieran,O'Hara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,O'Hara,GKP,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2493,Daniel,Batty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Batty,MID,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2494,Daniel,Kemp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kemp,MID,West Ham,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2495,Zachary,Dearnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Dearnley,MID,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2496,Samuel,Shashoua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Shashoua,MID,Spurs,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2497,Elliott,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Moore,DEF,Leicester,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2498,Moses,Makasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Makasi,MID,West Ham,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2499,Eduardo,Dos Reis Carvalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Eduardo,GKP,Chelsea,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2500,James,Husband,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1,Husband,DEF,Middlesbrough,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2501,Matt,Macey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Macey,GKP,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2502,Kyle,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Taylor,MID,Bournemouth,2018-19,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2503,Niki,Mäenpää,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mäenpää,GKP,Brighton,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2504,Steve,Sidwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sidwell,MID,Brighton,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2505,Jaroslaw,Jach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Jach,DEF,Crystal Palace,2018-19,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2506,Mark,Hudson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hudson,DEF,Huddersfield,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2507,Luke,Garbutt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Garbutt,DEF,Everton,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2508,James,Daly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Daly,FWD,Crystal Palace,2019-20,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2509,Diego,Cavalieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Cavalieri,GKP,Crystal Palace,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2510,Nya,Kirby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Kirby,MID,Crystal Palace,2019-20,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2511,Erdal,Rakip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rakip,MID,Crystal Palace,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2512,Dion,Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Henry,GKP,Crystal Palace,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2513,Jiri,Skalak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Skalak,MID,Brighton,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2514,Jason,Lokilo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Lokilo,MID,Crystal Palace,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2515,Dujon,Sterling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sterling,DEF,Chelsea,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2516,Kyle,Scott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scott,MID,Chelsea,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2517,Eduardo,dos Reis Carvalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Eduardo,GKP,Chelsea,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2518,Anders,Lindegaard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Lindegaard,GKP,Burnley,2018-19,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2519,Adam,Legzdins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Legzdins,GKP,Burnley,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2520,Joe,Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Joe Williams,MID,Everton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2521,Matthew,Willock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Willock,MID,Man Utd,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2522,Mouez,Hassen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hassen,GKP,Southampton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2523,James,Weir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Weir,MID,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2524,Jeff,Reine-Adelaide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Reine-Adelaide,MID,Arsenal,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2525,Jake,Hesketh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hesketh,MID,Southampton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2526,Ben,Wynter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Wynter,DEF,Crystal Palace,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2527,Lloyd,Isgrove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Isgrove,MID,Southampton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2528,Michael,Simões Domingues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mika,GKP,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2529,Álvaro,Arbeloa,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1,Arbeloa,DEF,West Ham,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2530,Pau,López Sabata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pau López,GKP,Spurs,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2531,Raphael,Spiegel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Spiegel,GKP,West Ham,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2532,Jack,Rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rose,GKP,West Brom,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2533,Maksymilian,Stryjek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Stryjek,GKP,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2534,Ben,Hinchcliffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hinchcliffe,FWD,Hull,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2535,Hiram,Boateng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Boateng,MID,Crystal Palace,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2536,Thomas,Robson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Thomas Robson,DEF,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2537,Josh,Robson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Josh Robson,DEF,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2538,Olufela,Olomola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Olomola,MID,Southampton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2539,Mateusz,Hewelt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hewelt,GKP,Everton,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2540,Giedrius,Arlauskis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Arlauskis,GKP,Watford,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2541,Ethan,Robson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ethan Robson,MID,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2542,Joel,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Taylor,DEF,Stoke,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2543,Michael,Ledger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ledger,DEF,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2544,Harry,Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Lewis,GKP,Southampton,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2545,Carl,Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Stewart,MID,Watford,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2546,Charlie,Rowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rowan,DEF,Watford,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2547,Elliot,Embleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Embleton,MID,Sunderland,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2548,Noor,Husin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Husin,MID,Crystal Palace,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2549,Stuart,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Taylor,GKP,Southampton,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2550,Marcus,Browne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Browne,MID,West Ham,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2551,Alex,Pike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pike,DEF,West Ham,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2552,Oluwatosin,Adarabioyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Adarabioyo,DEF,Man City,2017-18,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2553,Michael,Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Phillips,MID,Crystal Palace,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2554,Andrew,Eleftheriou,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1,Eleftheriou,DEF,Watford,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2555,Thibaud,Verlinden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Verlinden,MID,Stoke,2016-17,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2556,Claudio,Gomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Gomes,MID,Man City,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2557,Facundo,Pellistri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pellistri,MID,Man Utd,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2558,Nathan,Bishop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bishop,GKP,Man Utd,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2559,Sam,Proctor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Proctor,GKP,Aston Villa,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2560,James,Sweet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sweet,DEF,Arsenal,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2561,Bradley,Ibrahim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ibrahim,MID,Arsenal,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2562,Charles,Sagoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sagoe,MID,Arsenal,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2563,Harvey,Griffiths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Griffiths,MID,Wolves,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2564,Jackson,Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Smith,GKP,Wolves,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2565,Matija,Šarkić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Šarkić,GKP,Wolves,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2566,Krisztián,Hegyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Hegyi,GKP,West Ham,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2567,Yago,de Santiago Alonso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Yago Santiago,MID,Spurs,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2568,Jimmy,Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Morgan,FWD,Southampton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2569,Lewis,Payne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Payne,MID,Southampton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2570,Mateusz,Lis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Lis,GKP,Southampton,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2571,George,Shelvey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,G.Shelvey,GKP,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2572,Jordan,Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Smith,GKP,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2573,Dale,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Dale Taylor,FWD,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2574,Loïc,Badé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Badé,DEF,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2575,Wesley,Moraes Ferreira da Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Wesley,FWD,Aston Villa,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2578,Lander,Emery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Emery,GKP,Aston Villa,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2579,Noël,Atom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Atom,DEF,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2580,Samy,Chouchane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chouchane,MID,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2581,Luca,Barrington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barrington,MID,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2582,Leigh,Kavanagh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kavanagh,DEF,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2583,Joshua,Duffus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Duffus,MID,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2584,Ben,Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jackson,DEF,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2585,Michał,Karbownik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Karbownik,DEF,Brighton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2586,Yunus,Konak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Konak,MID,Brentford,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2589,Valintino,Adedokun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Adedokun,DEF,Brentford,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2590,Ji-Soo,Kim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kim Ji-Soo,DEF,Brentford,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2591,Ethan,Brierley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Brierley,MID,Brentford,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2592,Callan,McKenna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,McKenna,GKP,Bournemouth,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2593,Max,Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Kinsey,DEF,Bournemouth,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2596,Braian,Ojeda Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Ojeda,MID,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2597,Loïc,Mbe Soh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Mbe Soh,DEF,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2598,Luke,Chambers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Chambers,DEF,Liverpool,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2600,Diogo,Pinheiro Monteiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Monteiro,DEF,Leeds,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2601,Jeremiah,Chilokoa-Mullen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chilokoa-Mullen,DEF,Leeds,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2602,Wanya,Marçal-Madivadua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Marçal-Madivadua,MID,Leicester,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2603,Joe,Wormleighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Wormleighton,DEF,Leicester,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2604,Sammy,Braybrooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Braybrooke,MID,Leicester,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
