rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
1706,Fabio,Borini,0.27,0.01,0.0,0.01,0.0,0.02,9.62,1,Borini,FWD,Sunderland,2016-17,0.1,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1707,Leon,Britton,0.27,0.0,0.0,0.0,0.0,0.0,9.22,2,Britton,MID,Swansea,2017-18,0.0,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1708,Kevin,McDonald,0.27,0.0,0.0,0.0,0.0,0.0,13.08,2,McDonald,MID,Fulham,2020-21,0.0,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1709,Valon,Behrami,0.27,0.0,0.0,0.0,0.0,0.0,11.21,2,Behrami,MID,Watford,2017-18,0.0,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1710,Jack,Simpson,0.27,0.0,0.0,0.0,0.0,0.0,13.18,3,Simpson,DEF,Bournemouth,2019-20,0.0,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1711,M'Baye,Niang,0.27,0.01,0.01,0.02,0.0,0.03,6.88,1,Niang,FWD,Watford,2016-17,0.29,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1712,Leandro,Bacuna,0.27,0.0,0.02,0.02,0.0,0.0,8.66,1,Bacuna,DEF,Cardiff,2018-19,0.16,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1713,Michael,Carrick,0.27,0.0,0.0,0.0,0.0,0.0,9.85,2,Carrick,MID,Man Utd,2017-18,0.0,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1714,Jesús,Navas,0.27,0.0,0.02,0.02,0.0,0.03,5.88,1,Navas,MID,Man City,2016-17,0.25,0.27,"recency-weighted FPL points, decay 8**(-age/4)"
1715,John,O'Shea,0.26,0.0,0.01,0.01,0.0,0.02,11.92,1,O'Shea,DEF,Sunderland,2016-17,0.04,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1716,Sam,McQueen,0.26,0.0,0.01,0.01,0.0,0.02,4.72,3,McQueen,DEF,Southampton,2018-19,0.11,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1717,Aleksandar,Dragovic,0.26,0.0,0.0,0.0,0.0,0.0,7.12,1,Dragovic,DEF,Leicester,2017-18,0.0,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1718,Leiva,Lucas,0.26,0.0,0.02,0.02,0.0,0.01,6.14,2,Lucas,MID,Liverpool,2017-18,0.24,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1719,Marvin,Zeegelaar,0.26,0.0,0.02,0.02,0.0,0.05,9.23,2,Zeegelaar,DEF,Watford,2018-19,0.18,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1720,Alexander,Sørloth,0.26,0.0,0.0,0.0,0.0,0.0,6.05,2,Sørloth,FWD,Crystal Palace,2018-19,0.0,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1721,Adrien Sebastian,Perruchet Silva,0.26,0.0,0.02,0.02,0.0,0.0,8.42,2,Silva,MID,Leicester,2018-19,0.2,0.26,"recency-weighted FPL points, decay 8**(-age/4)"
1722,Gabriel Armando,de Abreu,0.25,0.0,0.0,0.0,0.0,0.01,8.38,2,Gabriel,DEF,Arsenal,2017-18,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1723,Michael,Dawson,0.25,0.02,0.0,0.02,0.0,0.02,9.51,1,Dawson,DEF,Hull,2016-17,0.16,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1724,Giulian,Biancone,0.25,0.0,0.0,0.0,0.0,0.0,1.88,2,Biancone,DEF,Nott'm Forest,2023-24,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1725,Jamal,Lowe,0.25,0.0,0.0,0.0,0.0,0.0,1.38,2,Lowe,MID,Bournemouth,2023-24,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1726,Dele,Alli,0.25,0.0,0.0,0.0,0.0,0.0,4.75,2,Dele,MID,Everton,2023-24,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1727,Rúben,Nascimento Vinagre,0.25,0.0,0.0,0.0,0.0,0.0,3.0,1,Vinagre,DEF,Everton,2022-23,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1728,Dominic,Ballard,0.25,0.0,0.0,0.0,0.0,0.0,3.0,1,Ballard,FWD,Southampton,2022-23,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1729,Ludwig,Augustinsson,0.25,0.0,0.0,0.0,0.01,0.0,9.5,1,Augustinsson,DEF,Aston Villa,2022-23,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1730,Layvin,Kurzawa,0.25,0.0,0.0,0.0,0.0,0.0,17.0,1,Kurzawa,DEF,Fulham,2022-23,0.0,0.25,"recency-weighted FPL points, decay 8**(-age/4)"
1731,Albian,Ajeti,0.24,0.0,0.0,0.0,0.0,0.0,3.47,2,Ajeti,FWD,West Ham,2020-21,0.0,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1732,Muhamed,Bešić,0.24,0.0,0.0,0.0,0.0,0.0,6.39,1,Bešić,MID,Sheffield Utd,2019-20,0.0,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1733,Duncan,Watmore,0.24,0.0,0.03,0.03,0.0,0.01,5.66,1,Watmore,MID,Sunderland,2016-17,0.44,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1734,Georges-Kévin,Nkoudou,0.24,0.0,0.02,0.02,0.0,0.0,2.49,4,Nkoudou,MID,Spurs,2019-20,0.57,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1735,Jack,Rodwell,0.24,0.0,0.01,0.01,0.0,0.01,8.64,2,Rodwell,MID,Sheffield Utd,2019-20,0.06,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1736,Timm,Klose,0.24,0.0,0.0,0.0,0.0,0.0,15.37,1,Klose,DEF,Norwich,2019-20,0.0,0.24,"recency-weighted FPL points, decay 8**(-age/4)"
1737,Leon,Balogun,0.23,0.02,0.0,0.02,0.0,0.0,9.23,2,Balogun,DEF,Brighton,2019-20,0.15,0.23,"recency-weighted FPL points, decay 8**(-age/4)"
1738,Adama,Diomande,0.23,0.01,0.0,0.01,0.0,0.01,6.47,1,Diomande,FWD,Hull,2016-17,0.15,0.23,"recency-weighted FPL points, decay 8**(-age/4)"
1739,Ben,Hamer,0.22,0.0,0.0,0.0,0.0,0.0,11.17,3,Hamer,GKP,Huddersfield,2018-19,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1740,Stephan,Lichtsteiner,0.22,0.0,0.0,0.0,0.0,0.0,14.61,1,Lichtsteiner,DEF,Arsenal,2018-19,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1741,Sebastian,Larsson,0.22,0.0,0.02,0.02,0.0,0.0,8.11,1,Larsson,MID,Sunderland,2016-17,0.18,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1742,Joe,Ledley,0.22,0.01,0.01,0.01,0.0,0.01,6.41,1,Ledley,MID,Crystal Palace,2016-17,0.16,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1743,Lazar,Markovic,0.22,0.01,0.0,0.01,0.0,0.01,6.26,2,Markovic,MID,Fulham,2018-19,0.16,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1744,Samir,Nasri,0.22,0.0,0.03,0.03,0.0,0.0,3.89,2,Nasri,MID,West Ham,2018-19,0.72,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1745,Lewis,Bate,0.22,0.0,0.0,0.0,0.0,0.0,10.78,3,Bate,MID,Leeds,2022-23,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1746,Dominic,Thompson,0.22,0.0,0.0,0.0,0.0,0.0,10.85,2,Thompson,DEF,Brentford,2022-23,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1747,Ahmed,Musa,0.22,0.01,0.0,0.01,0.0,0.03,4.2,2,Musa,MID,Leicester,2017-18,0.24,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1748,Kyle,Edwards,0.22,0.0,0.0,0.0,0.0,0.0,5.04,1,Edwards,MID,West Brom,2020-21,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1749,Tony,Springett,0.22,0.0,0.0,0.0,0.0,0.0,10.41,1,Springett,MID,Norwich,2021-22,0.0,0.22,"recency-weighted FPL points, decay 8**(-age/4)"
1750,Alex,Matos,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1,Matos,MID,Chelsea,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1751,Finley,Munroe,0.21,0.0,0.0,0.0,0.0,0.0,0.63,1,Munroe,DEF,Aston Villa,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1752,Sydie,Peck,0.21,0.0,0.0,0.0,0.0,0.0,1.89,1,Peck,MID,Sheffield Utd,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1753,Curtis,Davies,0.21,0.0,0.01,0.01,0.0,0.02,11.79,1,Davies,DEF,Hull,2016-17,0.08,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1755,Owen,Beck,0.21,0.0,0.0,0.0,0.0,0.0,1.47,2,Beck,DEF,Liverpool,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1756,Ryan,Oné,0.21,0.0,0.0,0.0,0.0,0.0,1.47,1,Oné,MID,Sheffield Utd,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1757,Jordy,Clasie,0.21,0.01,0.01,0.01,0.0,0.02,5.65,2,Clasie,MID,Southampton,2017-18,0.18,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1758,Dominic,Sadi,0.21,0.0,0.0,0.0,0.0,0.0,0.21,4,Sadi,MID,Bournemouth,2025-26,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1759,Daniel,Gore,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1,Gore,MID,Man Utd,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1760,Santiago,Cazorla,0.21,0.01,0.01,0.02,0.0,0.03,3.41,2,Cazorla,MID,Arsenal,2017-18,0.58,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1761,Sam,Curtis,0.21,0.0,0.0,0.0,0.0,0.0,5.68,1,Curtis,DEF,Sheffield Utd,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1762,Enso,González,0.21,0.0,0.0,0.0,0.0,0.0,0.21,2,Gonzalez,MID,Wolves,2024-25,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1763,Amadou,Diallo,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1,Diallo,MID,Newcastle,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1764,Brandon,Aguilera Zamora,0.21,0.0,0.0,0.0,0.0,0.0,0.84,1,B.Aguilera,MID,Nott'm Forest,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1765,Jimi,Tauriainen,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1,Tauriainen,MID,Chelsea,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1766,James,Shea,0.21,0.0,0.0,0.0,0.0,0.0,2.94,1,Shea,GKP,Luton,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1767,Lewis,Warrington,0.21,0.0,0.0,0.0,0.0,0.0,0.21,2,Warrington,MID,Everton,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1768,Michael,Ndiweni,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1,Ndiweni,FWD,Newcastle,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1769,Ben,Parkinson,0.21,0.0,0.0,0.0,0.0,0.0,5.05,1,Parkinson,FWD,Newcastle,2023-24,0.0,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1770,Juan,Zuñiga,0.21,0.01,0.01,0.01,0.0,0.01,4.55,1,Zuñiga,DEF,Watford,2016-17,0.22,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1771,Chung-yong,Lee,0.21,0.0,0.01,0.01,0.0,0.0,3.82,2,Lee Chung-yong,MID,Crystal Palace,2017-18,0.13,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
1772,Fousseni,Diabaté,0.21,0.0,0.01,0.01,0.0,0.0,6.22,2,Diabaté,MID,Leicester,2018-19,0.13,0.21,"recency-weighted FPL points, decay 8**(-age/4)"
